# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 22:00:37 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
68,10187017,K00082.04,Kepler-102 c,CONFIRMED,CANDIDATE,,0,0,0,0,7.071361190,3.0850000e-05,-3.0850000e-05,139.9876300,3.810000e-03,-3.810000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,281.482730,47.208031,11.492
69,10187017,K00082.05,Kepler-102 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.286919960,2.9470000e-05,-2.9470000e-05,135.8542700,4.520000e-03,-4.520000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,281.482730,47.208031,11.492
70,10187017,K00082.06,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,22.409867700,1.6510000e-04,-1.6510000e-04,147.3836600,6.460000e-03,-6.460000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,281.482730,47.208031,11.492
71,2571238,K00084.01,Kepler-19 b,CONFIRMED,CANDIDATE,,0,0,0,0,9.286964466,3.8310000e-06,-3.8310000e-06,135.9945000,3.400000e-04,-3.400000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.420810,37.851799,11.898
72,5866724,K00085.01,Kepler-65 c,CONFIRMED,CANDIDATE,,0,0,0,0,5.859935955,3.7820000e-06,-3.7820000e-06,132.0405280,5.420000e-04,-5.420000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.688690,41.151180,11.018
73,5866724,K00085.02,Kepler-65 b,CONFIRMED,CANDIDATE,,0,0,0,0,2.154911236,2.5070000e-06,-2.5070000e-06,133.4986130,9.390000e-04,-9.390000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.688690,41.151180,11.018
74,5866724,K00085.03,Kepler-65 d,CONFIRMED,CANDIDATE,,0,0,0,0,8.131213890,1.9020000e-05,-1.9020000e-05,137.9925400,1.880000e-03,-1.880000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.688690,41.151180,11.018
75,10593626,K00087.01,Kepler-22 b,CONFIRMED,CANDIDATE,,0,0,0,0,289.864067000,1.2100000e-03,-1.2100000e-03,133.6971900,2.140000e-03,-2.140000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.217500,47.884460,11.664
76,7700871,K00088.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,5.179688680,1.1520000e-05,-1.1520000e-05,136.4614400,2.020000e-03,-2.020000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.319790,43.332722,11.871
77,8056665,K00089.01,Kepler-462 b,CONFIRMED,CANDIDATE,,0,0,0,0,84.687752400,1.7780000e-04,-1.7780000e-04,150.5708400,1.720000e-03,-1.720000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.821170,43.814270,11.642
78,8056665,K00089.02,Kepler-462 c,CONFIRMED,CANDIDATE,,0,0,0,0,207.582930600,5.7370000e-04,-5.7370000e-04,289.8831100,2.040000e-03,-2.040000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.821170,43.814270,11.642
79,9210823,K00090.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.828206212,8.8000000e-07,-8.8000000e-07,135.7220380,8.330000e-04,-8.330000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.441530,45.609001,11.743
80,7941200,K00092.01,Kepler-1709 b,CONFIRMED,CANDIDATE,,0,0,0,0,65.704527500,1.0610000e-04,-1.0610000e-04,137.4427500,1.400000e-03,-1.400000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.374820,43.788219,11.667
81,6462863,K00094.01,Kepler-89 d,CONFIRMED,CANDIDATE,,0,0,0,0,22.342964828,3.4040000e-06,-3.4040000e-06,132.7416410,1.280000e-04,-1.280000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.333070,41.891121,12.205
82,6462863,K00094.02,Kepler-89 c,CONFIRMED,CANDIDATE,,0,0,0,0,10.423677439,7.1730000e-06,-7.1730000e-06,138.0090410,5.840000e-04,-5.840000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.333070,41.891121,12.205
83,6462863,K00094.03,Kepler-89 e,CONFIRMED,CANDIDATE,,0,0,0,0,54.319961510,3.3910000e-05,-3.3910000e-05,161.2398690,5.030000e-04,-5.030000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.333070,41.891121,12.205
84,6462863,K00094.04,Kepler-89 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.743166733,5.6140000e-06,-5.6140000e-06,131.6196700,1.420000e-03,-1.420000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.333070,41.891121,12.205
85,5780885,K00097.01,Kepler-7 b,CONFIRMED,CANDIDATE,,0,1,0,0,4.885488596,2.6600000e-07,-2.6600000e-07,134.2768785,4.530000e-05,-4.530000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.581510,41.089809,12.885
86,10264660,K00098.01,Kepler-14 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.790120801,1.9050000e-06,-1.9050000e-06,138.0881990,2.310000e-04,-2.310000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.708830,47.333050,12.128
87,8505215,K00099.01,,CANDIDATE,CANDIDATE,,0,0,0,0,2190.701035300,,,140.0480600,1.860000e-03,-1.860000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.434330,44.531120,12.960
88,8505215,K00099.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,79.878049450,,,184.7704412,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.434330,44.531120,12.960
89,4055765,K00100.01,,CANDIDATE,CANDIDATE,,0,0,0,0,9.966400400,1.2200000e-05,-1.2200000e-05,141.1532400,1.010000e-03,-1.010000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.177920,39.199490,12.598
90,8456679,K00102.01,Kepler-1990 b,CONFIRMED,CANDIDATE,,0,0,0,0,1.735136190,2.8200000e-07,-2.8200000e-07,135.0600470,1.360000e-04,-1.360000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.704740,44.435749,12.566
91,8456679,K00102.02,Kepler-1990 c,CONFIRMED,CANDIDATE,,0,0,0,0,4.068449570,1.2120000e-05,-1.2120000e-05,132.2761400,2.550000e-03,-2.550000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.704740,44.435749,12.566
92,2444412,K00103.01,Kepler-1710 b,CONFIRMED,CANDIDATE,,0,0,0,0,14.910951770,1.2750000e-05,-1.2750000e-05,141.3367260,7.110000e-04,-7.110000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.683350,37.751591,12.593
93,10318874,K00104.01,Kepler-94 b,CONFIRMED,CANDIDATE,,0,0,0,0,2.508057497,3.7800000e-07,-3.7800000e-07,135.0006570,1.240000e-04,-1.240000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,281.194730,47.497131,12.895
94,8711794,K00105.01,Kepler-463 b,CONFIRMED,CANDIDATE,,0,0,0,0,8.981014925,3.0850000e-06,-3.0850000e-06,136.6493070,2.790000e-04,-2.790000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.937040,44.857910,12.870
95,10489525,K00106.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,1.612249049,4.3540000e-06,-4.3540000e-06,131.8520400,2.310000e-03,-2.310000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.354340,47.672081,12.775
96,11250587,K00107.01,Kepler-464 b,CONFIRMED,CANDIDATE,,0,0,0,0,7.256962446,5.8390000e-06,-5.8390000e-06,134.0239230,6.610000e-04,-6.610000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.835170,48.982361,12.702
97,4914423,K00108.01,Kepler-103 b,CONFIRMED,CANDIDATE,,0,0,0,0,15.965327180,1.3680000e-05,-1.3680000e-05,142.1780330,6.880000e-04,-6.880000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.984560,40.064529,12.287
98,4914423,K00108.02,Kepler-103 c,CONFIRMED,CANDIDATE,,0,0,0,0,179.609803000,1.8230000e-04,-1.8230000e-04,295.3303610,4.470000e-04,-4.470000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.984560,40.064529,12.287
99,4752451,K00109.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,6.414964530,1.2520000e-05,-1.2520000e-05,132.8648200,1.570000e-03,-1.570000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.454280,39.803928,12.385
100,9450647,K00110.01,Kepler-465 b,CONFIRMED,CANDIDATE,,0,0,0,0,9.940666412,6.9820000e-06,-6.9820000e-06,135.2155900,5.820000e-04,-5.820000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.555730,46.063831,12.663
101,6678383,K00111.01,Kepler-104 b,CONFIRMED,CANDIDATE,,0,0,0,0,11.427550984,8.1500000e-06,-8.1500000e-06,137.6137110,5.570000e-04,-5.570000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.604610,42.166779,12.596
102,6678383,K00111.02,Kepler-104 c,CONFIRMED,CANDIDATE,,0,0,0,0,23.668346350,3.0030000e-05,-3.0030000e-05,132.7142100,1.040000e-03,-1.040000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.604610,42.166779,12.596
103,6678383,K00111.03,Kepler-104 d,CONFIRMED,CANDIDATE,,0,0,0,0,51.755305040,8.5350000e-05,-8.5350000e-05,271.0880800,1.250000e-03,-1.250000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.604610,42.166779,12.596
104,6678383,K00111.04,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,103.626509220,,,426.3726042,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.604610,42.166779,12.596
105,10984090,K00112.01,Kepler-466 b,CONFIRMED,CANDIDATE,,0,0,0,0,51.079264510,6.4560000e-05,-6.4560000e-05,185.1808700,9.810000e-04,-9.810000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.648710,48.495560,12.772
106,10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,,0,0,0,0,3.709214104,6.5360000e-06,-6.5360000e-06,133.9831800,1.430000e-03,-1.430000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.648710,48.495560,12.772
107,2306756,K00113.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,386.603052800,1.3690000e-04,-1.3690000e-04,166.3420790,2.990000e-04,-2.990000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.273740,37.671558,12.394
108,6721123,K00114.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,7.361789580,2.1280000e-05,-2.1280000e-05,132.2505300,2.530000e-03,-2.530000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.864350,42.151569,12.660
109,9579641,K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.412203927,3.0520000e-06,-3.0520000e-06,133.1430890,4.680000e-04,-4.680000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.887330,46.276241,12.791
110,9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,,0,0,0,0,7.125943870,1.4060000e-05,-1.4060000e-05,139.0049200,1.590000e-03,-1.590000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.887330,46.276241,12.791
111,9579641,K00115.03,,CANDIDATE,CANDIDATE,,0,0,0,0,3.435916310,4.7290000e-05,-4.7290000e-05,132.6624000,1.100000e-02,-1.100000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.887330,46.276241,12.791
112,8395660,K00116.01,Kepler-106 c,CONFIRMED,CANDIDATE,,0,0,0,0,13.570782810,1.5850000e-05,-1.5850000e-05,136.2791940,9.570000e-04,-9.570000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.863980,44.337551,12.882
113,8395660,K00116.02,Kepler-106 e,CONFIRMED,CANDIDATE,,0,0,0,0,43.844397210,9.6130000e-05,-9.6130000e-05,151.9353800,1.920000e-03,-1.920000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.863980,44.337551,12.882
114,8395660,K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.164876000,4.6350000e-05,-4.6350000e-05,135.6391600,6.610000e-03,-6.610000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.863980,44.337551,12.882
115,8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,,0,0,0,0,23.980085400,2.0030000e-04,-2.0030000e-04,147.5370000,6.470000e-03,-6.470000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.863980,44.337551,12.882
116,10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,,0,0,0,0,14.749148250,2.1740000e-05,-2.1740000e-05,138.7779900,1.180000e-03,-1.180000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.028260,48.208611,12.487
117,10875245,K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,,0,0,0,0,4.901449760,1.0700000e-05,-1.0700000e-05,138.6054800,1.750000e-03,-1.750000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.028260,48.208611,12.487
118,10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.180027898,7.2780000e-06,-7.2780000e-06,133.4986300,1.810000e-03,-1.810000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.028260,48.208611,12.487
119,10875245,K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,,0,0,0,0,7.958253280,7.6730000e-05,-7.6730000e-05,137.8021900,7.670000e-03,-7.670000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.028260,48.208611,12.487
120,3531558,K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,,0,0,0,0,24.993243190,6.1270000e-05,-6.1270000e-05,138.6816700,1.970000e-03,-1.970000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.362790,38.649601,12.377
121,9471974,K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,,0,0,0,0,49.183941850,2.4750000e-05,-2.4750000e-05,141.9119240,5.690000e-04,-5.690000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.559170,46.062328,12.654
122,9471974,K00119.02,Kepler-108 c,CONFIRMED,CANDIDATE,,0,0,0,0,190.320046800,5.3270000e-04,-5.3270000e-04,312.6849800,1.470000e-03,-1.470000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.559170,46.062328,12.654
123,11869052,K00120.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,20.545237500,1.4280000e-04,-1.4280000e-04,137.9139400,3.580000e-03,-3.580000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.401920,50.172089,12.003
124,3247396,K00121.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,8.811102200,1.6420000e-05,-1.6420000e-05,136.4568000,1.510000e-03,-1.510000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.460880,38.383461,12.759
125,8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,,0,0,0,0,11.523067458,9.4520000e-06,-9.4520000e-06,131.9690550,7.000000e-04,-7.000000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.482450,44.398041,12.346
126,5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.481633073,6.0040000e-06,-6.0040000e-06,122.9776570,7.550000e-04,-7.550000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.392730,40.284870,12.365
127,5094751,K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,,0,0,0,0,21.222611950,2.9080000e-05,-2.9080000e-05,137.5740300,1.130000e-03,-1.130000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.392730,40.284870,12.365
128,11086270,K00124.01,Kepler-110 b,CONFIRMED,CANDIDATE,,0,0,0,0,12.691043870,2.2980000e-05,-2.2980000e-05,137.1259400,1.490000e-03,-1.490000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.929140,48.602810,12.935
129,11086270,K00124.02,Kepler-110 c,CONFIRMED,CANDIDATE,,0,0,0,0,31.719810130,6.3100000e-05,-6.3100000e-05,142.8208300,1.640000e-03,-1.640000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.929140,48.602810,12.935
130,11449844,K00125.01,Kepler-468 b,CONFIRMED,FALSE POSITIVE,,0,1,0,0,38.478766290,4.7310000e-06,-4.7310000e-06,151.8528120,1.010000e-04,-1.010000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.902220,49.370491,13.779
131,5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,33.803643660,2.2780000e-05,-2.2780000e-05,202.2597310,5.440000e-04,-5.440000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.475860,41.114288,13.109
132,5897826,K00126.02,,CANDIDATE,CANDIDATE,,0,0,0,0,0.875197345,,,131.8135915,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.475860,41.114288,13.109
133,8359498,K00127.01,Kepler-77 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.578780566,1.8300000e-07,-1.8300000e-07,134.0304187,4.210000e-05,-4.210000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.607970,44.345421,13.938
134,11359879,K00128.01,Kepler-15 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.942783419,2.4700000e-07,-2.4700000e-07,136.3294353,4.070000e-05,-4.070000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.200590,49.140121,13.758
135,11974540,K00129.01,Kepler-470 b,CONFIRMED,FALSE POSITIVE,,0,1,0,0,24.669192732,7.5690000e-06,-7.5690000e-06,132.8642360,2.580000e-04,-2.580000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.009430,50.372318,13.224
136,11974540,K00129.02,,CANDIDATE,CANDIDATE,,0,0,0,0,143.211093620,,,221.7556468,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.009430,50.372318,13.224
137,5297298,K00130.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,34.193600311,3.6580000e-06,-3.6580000e-06,155.2966351,8.580000e-05,-8.580000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.360320,40.429810,13.325
138,7778437,K00131.01,Kepler-471 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.014234733,8.5900000e-07,-8.5900000e-07,133.1742890,1.410000e-04,-1.410000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.097530,43.497589,13.797
139,8892910,K00132.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,10.810132734,1.8290000e-06,-1.8290000e-06,132.9515700,1.400000e-04,-1.400000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.412450,45.130852,13.794
140,11673674,K00133.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,4.618767792,2.7370000e-06,-2.7370000e-06,133.3865350,4.850000e-04,-4.850000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.310060,49.703041,13.652
141,9032900,K00134.01,,CONFIRMED,CANDIDATE,,0,0,0,0,67.592375400,5.3350000e-04,-5.3350000e-04,151.7505600,5.350000e-03,-5.350000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.586580,45.364979,13.675
142,9818381,K00135.01,Kepler-43 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.024092505,2.2500000e-07,-2.2500000e-07,132.4168573,6.220000e-05,-6.220000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.240840,46.668251,13.958
143,7601633,K00136.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,15.663886949,7.0550000e-06,-7.0550000e-06,147.3957120,3.630000e-04,-3.630000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.873470,43.203838,13.439
144,8644288,K00137.01,Kepler-18 c,CONFIRMED,CANDIDATE,,0,0,0,0,7.641567589,1.7690000e-06,-1.7690000e-06,135.4075640,1.910000e-04,-1.910000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.079440,44.746319,13.549
145,8644288,K00137.02,Kepler-18 d,CONFIRMED,CANDIDATE,,0,0,0,0,14.858908520,3.8080000e-06,-3.8080000e-06,128.1548690,2.170000e-04,-2.170000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.079440,44.746319,13.549
146,8644288,K00137.03,Kepler-18 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.504691252,3.0910000e-06,-3.0910000e-06,133.5119410,7.140000e-04,-7.140000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.079440,44.746319,13.549
147,8506766,K00138.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,48.937868960,2.0970000e-05,-2.0970000e-05,140.7663900,3.530000e-04,-3.530000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.940920,44.578350,13.960
148,8559644,K00139.01,Kepler-111 c,CONFIRMED,CANDIDATE,,0,0,0,0,224.778935500,2.5690000e-04,-2.5690000e-04,142.0953380,9.210000e-04,-9.210000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.653170,44.688271,13.492
